"ArtNumber";"Title";"Description_Short";"DisplayPrice";"Img_url";"Deeplink1";"ProductCategoryID";"ProductCategoryName";"CF_MPN";"CF_Verfügbarkeit";"CF_Versandkosteninfo";"CF_Store-ID";"CF_Provisionsgruppe"
"132846";"Apple Silikon Case, für iPhone 7/8 Plus, weiß";"Das für das iPhone 8 Plus entwickelte Silikon Case passt exakt zur Form Ihres Geräts, über die Lautstärketasten und die Seitentaste. So bleibt alles schön dünn. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Und die seidig weiche Außenseite aus Silikon fühlt sich gut an und liegt großartig in der Hand. Und zum kabellosen Laden müssen Sie das Case nicht abnehmen.";"44.99 EUR";"https://www.gravis.de/p/1/apple-silikon-case-fuer-iphone-7-8-plus-weiss_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-8-Plus/Apple-Silikon-Case-fuer-iPhone-7-8-Plus-weiss-132846.html?campaign=standard";23061059;"Taschen & Hüllen > für Apple iPhone > für iPhone 8 Plus";"MQGX2ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200121 200131 200142 200162 200163 400000";"Zubehör"
"130043";"WD My Book, 4 TB Desktop-Festplatte, USB 3, Mac/PC, schwarz";"Bringen Sie Ordnung und Sicherheit in den hektischen Alltag. Mit dem My Book-Desktop-Speicher haben Sie Ihr digitales Leben zuverlässig und sicher gespeichert. Kapazität 4 TB Schnittstelle USB 3.0 / Kompatibel mit USB 2.0 Automatisches Backup mit WD Software, kompatibel mit Time Machine Passwortschutz mit Hardwareverschlüsselung Große Speicherkapazität in neuem, attraktiven Design Das neue Design des My Book-Dektop-Speichers besticht durch seine schlanke und zurückhaltene Linie. Durch die";"109.90 EUR";"https://www.gravis.de/p/1/western-digital-my-book-2016-4-tb-desktop-festplatte-usb-3-mac-pc-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/Speichermedien/externe-Festplatten/WD-My-Book-4-TB-Desktop-Festplatte-USB-3-Mac-PC-schwarz-130043.html?campaign=standard";42588459;"Zubehör > Speichermedien > Externe Festplatten";"WDBBGB0040HBK-EE";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200117 200122 200123 200124 200125 200126 200128 200131 200132 200133 200135 200136 200141 200142 200143 200145 200152 200156 200157 200159 200162 200164 208116 400000 400050";"Standard"
"132845";"Apple Silikon Case, für iPhone 7/8 Plus, schwarz";"Das für das iPhone 8 Plus entwickelte Silikon Case passt exakt zur Form Ihres Geräts, über die Lautstärketasten und die Seitentaste. So bleibt alles schön dünn. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Und die seidig weiche Außenseite aus Silikon fühlt sich gut an und liegt großartig in der Hand. Und zum kabellosen Laden müssen Sie das Case nicht abnehmen.";"44.99 EUR";"https://www.gravis.de/p/1/apple-silikon-case-fuer-iphone-7-8-plus-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-8-Plus/Apple-Silikon-Case-fuer-iPhone-7-8-Plus-schwarz-132845.html?campaign=standard";23061059;"Taschen & Hüllen > für Apple iPhone > für iPhone 8 Plus";"MQGW2ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200131 208116 400000";"Zubehör"
"134804";"Nomad Tri-Fold Folio, Schutzhülle für iPhone XR, Leder, braun";"Mit der robusten Nomad Tri Fold Folio haben Sie jederzeit alle wichtigen Dinge beisammen und schützen Ihr iPhone umfassend von allen Seiten. Echtleder Schutzhülle Hochwertiges Polycarbonat-Gehäuse Kompatibel mit Qi-Ladegeräten Mikrofaserauskleidung auf der Innenseite Vereinen Sie Portemonnaie und Schutzhülle Zwei Geldscheinfächer sowie vier Kartenfächer sorgen dabei für ausreichend Platz. Darüber hinaus schützt die Tri-Fold Folio Ihr iPhone vor Stürzen und fällt dank erhöhter Kante nicht direkt";"49.99 EUR";"https://www.gravis.de/p/1/nomad-tri-fold-folio-schutzhuelle-fuer-iphone-m-leder-braun_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XR/Nomad-Tri-Fold-Folio-Schutzhuelle-fuer-iPhone-XR-Leder-braun-134804.html?campaign=standard";28818508;"Taschen & Hüllen > für Apple iPhone > für iPhone XR";"NM21QR0H50";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200124 200142 200145 200162 208116 400000 400050";"Zubehör"
"132841";"Apple Silikon Case, für iPhone 7/8, (PRODUCT)RED rot";"Das für das iPhone 8 entwickelte Silikon Case passt exakt zur Form Ihres Geräts, über die Lautstärketasten und die Seitentaste. So bleibt alles schön dünn. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Und die seidig weiche Außenseite aus Silikon fühlt sich gut an und liegt großartig in der Hand. Und zum kabellosen Laden müssen Sie das Case nicht abnehmen.";"38.99 EUR";"https://www.gravis.de/p/1/apple-silikon-case-fuer-iphone-7-8-rot-product-red_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-8/Apple-Silikon-Case-fuer-iPhone-7-8-PRODUCT-RED-rot-132841.html?campaign=standard";23061058;"Taschen & Hüllen > für Apple iPhone > für iPhone 8";"MQGP2ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200117 200124 200132 200133 400000";"Zubehör"
"132837";"Apple Silikon Case, für iPhone 7/8, schwarz";"Das für das iPhone 8 entwickelte Silikon Case passt exakt zur Form Ihres Geräts, über die Lautstärketasten und die Seitentaste. So bleibt alles schön dünn. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Und die seidig weiche Außenseite aus Silikon fühlt sich gut an und liegt großartig in der Hand. Und zum kabellosen Laden müssen Sie das Case nicht abnehmen.";"38.99 EUR";"https://www.gravis.de/p/1/apple-silikon-case-fuer-iphone-7-8-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-8/Apple-Silikon-Case-fuer-iPhone-7-8-schwarz-132837.html?campaign=standard";23061058;"Taschen & Hüllen > für Apple iPhone > für iPhone 8";"MQGK2ZM/A";"In Kürze lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200113 200114 200117 200118 200121 200122 200123 200124 200125 200132 200143 200145 200156 200157 200158 200159 200162 200164";"Zubehör"
"132151";"Networx Premium Lightning Kabel, mit Aluminiumhülle, 1m, silber";"Schluss mit Kabelbrüchen und wackeligen Steckern Das Networx Premium Lightning Kabel schafft diese und andere Probleme von gestern aus der Welt. Durch die spezielle Aluminium Ummantelung werden die Anschlussstecker zusätzlich vor Bruchschäden oder Langzeitbelastungen geschützt und für Sie somit zum zuverlässigen Alltagsbegleiter. 1 m Lade- und Datenkabel Apple MFI-lizenziert USB auf Lightning Anschluss Edle und robuste Aluminiumstecker Hochwertiges Kabel mit Stahlumflechtung Weich und biegsam";"19.99 EUR";"https://www.gravis.de/p/1/networx-premium-lightning-kabel-mit-aluminiumhuelle-1m-silber_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPhone/Kabel-fuer-iPhone/Networx-Premium-Lightning-Kabel-mit-Aluminiumhuelle-1m-silber-132151.html?campaign=standard";16971149;"Zubehör > für Apple iPhone > Kabel für iPhone";"070270-SILVER";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200115 200117 200118 200121 200122 200123 200124 200125 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 206141 208116 400000 400050";"Zubehör"
"132150";"Networx Premium Lightning Kabel, mit Aluminiumhülle, 1m, space-grau";"Schluss mit Kabelbrüchen und wackeligen Steckern Das Networx Premium Lightning Kabel schafft diese und andere Probleme von gestern aus der Welt. Durch die spezielle Aluminium Ummantelung werden die Anschlussstecker zusätzlich vor Bruchschäden oder Langzeitbelastungen geschützt und für Sie somit zum zuverlässigen Alltagsbegleiter. 1 m Lade- und Datenkabel Apple MFI-lizenziert USB auf Lightning Anschluss Edle und robuste Aluminiumstecker Hochwertiges Kabel mit Stahlumflechtung Weich und biegsam";"19.99 EUR";"https://www.gravis.de/p/1/networx-premium-lightning-kabel-mit-aluminiumhuelle-1m-space-grau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPhone/Kabel-fuer-iPhone/Networx-Premium-Lightning-Kabel-mit-Aluminiumhuelle-1m-space-grau-132150.html?campaign=standard";16971149;"Zubehör > für Apple iPhone > Kabel für iPhone";"070270-GREY";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200115 200117 200118 200121 200122 200123 200124 200125 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 206141 208116 400000 400050";"Zubehör"
"130635";"Wacom Intuos Pro M Paper, Grafiktablet, A5, USB/Bluetooth 4.2, schwarz";"Das Wacom Intuos Pro Paper M gibt Ihnen die Möglichkeit, wieder etwas Gewohntes in Ihre digitale und kreative Welt aufzunehmen Papier. Mit diesem Tablett haben Sie die Möglichkeit, etwas auf ein Blatt Papier zu zeichnen und es dann zu digitalisieren. So können Sie zum Beispiel einen Entwurf oder erste Outlines auf Papier bringen und diese dann später am Computer weiter ausarbeiten. Wählen Sie Ihr bevorzugtes Zeichenpapier und beginnen Sie ein neues Projekt! 338 x 219 x 8 mm großes Grafiktablett";"379.90 EUR";"https://www.gravis.de/p/1/wacom-intuos-pro-m-paper-grafiktablet-a5-usb-bluetooth-42-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Rechner/Eingabegeraete/Wacom-Intuos-Pro-M-Paper-Grafiktablet-A5-USB-Bluetooth-4-2-schwarz-130635.html?campaign=standard";18052991;"Zubehör > für Rechner > Eingabegeräte";"PTH-660P-N";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Standard"
"131650";"Libratone ZIPP Cover, Lautsprecherbezug, Mesh, Nude";"Mit dem Libratone Zipp Cover wird Ihr Lautsprecher von allen Seiten perfekt geschützt. Das hochwertige Material eignet sich hervorragend als akustischer Filter und garantiert trotz des Bezugs einen unverfälschten Klang. Hochwertiger Trendy CoolWeave Mesh StoffSchneller Austausch dank Reißverschluss Tolle FarbauswahlGenaue Passform Ein hochwertiger und dekorativer Bezug Das Libratone Zipp Cover schützt nicht nur Ihren Libratone Lautsprecher. Darüber hinaus lassen sich die Bezüge jederzeit und";"9.99 EUR";"https://www.gravis.de/p/1/libratone-zipp-cover-lautsprecherbezug-mesh-nude_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Soundsysteme/Zubehoer/Libratone-ZIPP-Cover-Lautsprecherbezug-Mesh-Nude-131650.html?campaign=standard";21654706;"Audio & Video > Soundsysteme > Zubehör";"LA0200300WW2008";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200117 200121 200122 200123 200124 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200157 200158 200159 200162 200163 200164 200168 208116 400000 400050";"Mobile Geräte"
"134797";"Nomad Carbon Case, Schutzhülle für iPhone XS Max, Carbon, schwarz";"Nomad Carbon Case, Schutzhülle für iPhone XS Max, Carbon, schwarz";"24.99 EUR";"https://www.gravis.de/p/1/nomad-carbon-case-schutzhuelle-fuer-iphone-l-carbon-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS-Max/Nomad-Carbon-Case-Schutzhuelle-fuer-iPhone-XS-Max-Carbon-schwarz-134797.html?campaign=standard";28818510;"Taschen & Hüllen > für Apple iPhone > für iPhone XS Max";"NM21TX0000";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200124 200142 200145 200153 208116 400000";"Zubehör"
"130258";"tado° Smartes Thermostat Starter Kit Haus V3, Thermostat + Bridge, WLAN";"Das tadoÂ Smartes Thermostat Starter Kit fÂr EinfamilienhÂuser hilft Ihnen bis zu 31 an Heizkosten zu sparen. Greifen Sie zu jeder Zeit und an jedem Ort auf die Heizung zu und passen Sie die Temperatur ganz nach Ihren WÂnschen an. Intelligente Heizungssteuerung OrtsabhÂngige Steuerung per App, Tablet oder PC Inkl. Internet Bridge Inkl. Extension Kit FunkempfÂnger am Heizkessel Fenster-Offen-Erkennung Smart Home Integration z. B. Amazon Alexa, Apple HomeKit, Google Assistant Einzelraumregelung";"248.90 EUR";"https://www.gravis.de/p/1/tado-smartes-thermostat-starter-kit-haus-thermostat-2B-bridge-homekit-wlan_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/App-basierend/Temperatur-und-Wetter/tadoGrad-Smartes-Thermostat-Starter-Kit-Haus-V3-Thermostat-Bridge-WLAN-130258.html?campaign=standard";17780342;"Zubehör > App-basierend > Temperatur & Wetter";"4260328610695";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"137356";"Nomad Kevlar Kabel, USB auf Lightning, 3 m, schwarz";"Kaum ein Kabel hält Alltagsbelastungen wie Ein- und Ausstöpseln, Aufrollen oder Verknoten dauerhaft stand. Das Kevlar Kabel aus dem Hause Nomad bildet jedoch eine willkommene Ausnahme. Auch bei intensivem Gebrauch Ihres iPhones, iPads oder MacBooks trotzt das Nomad Kevlar den üblichen Verschleißerscheinungen. USB-Ladekabel aus Kevlar Metalllegierte Anschlussstecker Integrierter Kabelbinder Zugelassen für Apple-Produkte Kevlar der Name ist Programm Kevlar ist ein Material eine besonders";"44.99 EUR";"https://www.gravis.de/p/1/nomad-kevlar-lightinig-kabel-f-iphone-ipad-3-m-ummantelung-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPad/Nomad-Kevlar-Kabel-USB-auf-Lightning-3-m-schwarz-137356.html?campaign=standard";14618434;"Zubehör > für Apple iPad";"NM01A12000";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"137355";"Nomad Kevlar Kabel, USB auf Lightning, 1,5 m, schwarz";"Kaum ein Kabel hält Alltagsbelastungen wie Ein- und Ausstöpseln, Aufrollen oder Verknoten dauerhaft stand. Das Kevlar Kabel aus dem Hause Nomad bildet jedoch eine willkommene Ausnahme. Auch bei intensivem Gebrauch Ihres iPhones, iPads oder MacBooks trotzt das Nomad Kevlar den üblichen Verschleißerscheinungen. USB-Ladekabel aus Kevlar Metalllegierte Anschlussstecker Integrierter Kabelbinder Zugelassen für Apple-Produkte Kevlar der Name ist Programm Kevlar ist ein Material eine besonders";"39.99 EUR";"https://www.gravis.de/p/1/nomad-kevlar-lightinig-kabel-f-iphone-ipad-1-5-m-ummantelung-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPad/Nomad-Kevlar-Kabel-USB-auf-Lightning-1-5-m-schwarz-137355.html?campaign=standard";14618434;"Zubehör > für Apple iPad";"NM01911010";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200124 200142 200145 200162 208116 400000 400050";"Zubehör"
"135940";"Apple Mac mini, 6-Core i7 3,2 GHz, 8 GB RAM, 128 GB SSD, 2018";"Es ist das bisher größte Mac mini Update. 6-Core und Quad-Core Prozessoren der 8. Generation. Schnellerer 2666 MHz DDR4 Arbeitsspeicher. Viele verschiedene neue Anschlüsse wie Thunderbolt 3, HDMI 2.0 und verfügbares 10 Gbit Ethernet.1 Und superschneller Flash Speicher, mit dem Sie schneller als je zuvor riesige Dateien laden und Apps starten.2 Der überarbeitete Mac mini ist leistungsstärker als je zuvor. Jeder Platz ist ein Arbeitsplatz. 6-Core Intel Core i7 Prozessor der 8. Generation Intel UHD";"1199.00 EUR";"https://www.gravis.de/p/1/mac-mini-2018-6-core-i5-3-0-ghz-256-gb-ssd-8-gb-ram_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Notebooks-und-Desktops/Apple-Mac-mini/Apple-Mac-mini-6-Core-i7-3-2-GHz-8-GB-RAM-128-GB-SSD-2018-135940.html?campaign=standard";14618570;"Notebooks & Desktops > Apple Mac mini";"Z0W1-10000";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Standard"
"133449";"Withings/Nokia Silikon Armband, für Steel (HR) 36 mm, 18 mm, rosé";"Passend zu Ihrem Tagesoutfit: Das Silikon Ersatzarmband ist der optimale Begleiter für Ihre Withings/Nokia Steel HR. Silikon Sportarmband für Steel Withings/Nokia Steel HR 36 mm Schließe aus elegantem und hautfreundlichen Edelstahl In vielen weiteren Farben erhältlich Schnellwechsel-Federstangen für das einfache Auswechseln Hautschmeichelndes Silikon Das widerstandsfähige Silikonarmband lässt sich dank Schnellwechsel-Federstangen in Windeseile am Tracker anbringen und ist flexibel,";"24.99 EUR";"https://www.gravis.de/p/1/nokia-silikon-armband-fuer-steel-hr-36-mm-18-mm-rosC3A9_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Wearables/Zubehoer/Armbaender/Withings-Nokia-Silikon-Armband-fuer-Steel-HR-36-mm-18-mm-rose-133449.html?campaign=standard";21878494;"Wearables > Zubehör > Armbänder";"3700546703461";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Zubehör"
"133502";"HP 203A Magenta Tonerkatusche, für Color LaserJet Pro M281fdw";"HP 203A Magenta Tonerkatusche, für Color LaserJet Pro M281fdw";"86.99 EUR";"https://www.gravis.de/p/1/hp-203a-magenta-tonerkatusche-fuer-color-laserjet-pro-m281fdw_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Rechner/Drucker-und-Zubehoer/HP-203A-Magenta-Tonerkatusche-fuer-Color-LaserJet-Pro-M281fdw-133502.html?campaign=standard";39068746;"Zubehör > für Rechner > Drucker & Zubehör";"CF543A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Zubehör"
"135927";"Belkin Boost Up Wireless Ladestation, für Apple Watch & iPhone, weiß";"Drei Geräte auf einmal mit Strom auftanken: Mit der Belkin Ladestation Boost Up Wireless laden Sie gleichzeitig den Akku Ihres iPhone mit drahtloser Qi-Ladefunktion, die Apple Watch sowie ein anderes Gerät über den klassischen USB-A-Anschluss auf der Rückseite. Das minimalistische Design ist genau auf den Stil Ihrer Geräte abgestimmt und bietet Ihnen eine elegante Lösung zum Laden mehrerer Geräte. Drahtlose Ladestation für Qi-fähiges iPhone, Apple Watch und USB-Geräte Besonders schnelles";"129.90 EUR";"https://www.gravis.de/p/1/belkin-boost-up-wireless-ladestation-fuer-apple-watch-26amp-iphone-weiss_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPhone/Docking-Stations/Belkin-Boost-Up-Wireless-Ladestation-fuer-Apple-Watch-und-iPhone-weiss-135927.html?campaign=standard";14618521;"Zubehör > für Apple iPhone > Docking Stations";"F8J235VFWHT";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Zubehör"
"135701";"Apple Mac mini, 6-Core i7 3,2 GHz, 32 GB RAM, 512 GB SSD, 2018";"Es ist das bisher größte Mac mini Update. 6-Core und Quad-Core Prozessoren der 8. Generation. Schnellerer 2666 MHz DDR4 Arbeitsspeicher. Viele verschiedene neue Anschlüsse wie Thunderbolt 3, HDMI 2.0 und verfügbares 10 Gbit Ethernet.1 Und superschneller Flash Speicher, mit dem Sie schneller als je zuvor riesige Dateien laden und Apps starten.2 Der überarbeitete Mac mini ist leistungsstärker als je zuvor. Jeder Platz ist ein Arbeitsplatz. 6-Core Intel Core i7 Prozessor der 8. Generation Intel UHD";"2359.00 EUR";"https://www.gravis.de/p/1/mac-mini-2018-6-core-i5-3-0-ghz-256-gb-ssd-8-gb-ram_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Notebooks-und-Desktops/Apple-Mac-mini/Apple-Mac-mini-6-Core-i7-3-2-GHz-32-GB-RAM-512-GB-SSD-2018-135701.html?campaign=standard";14618570;"Notebooks & Desktops > Apple Mac mini";"Z0W2-12100/Z0W1-";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Standard"
"135334";"Microsoft Surface Pro 6, Intel Core i7 (8. Gen), 16 GB RAM, 512 GB SSD, platin";"Das Surface Pro 6 verbindet Leistung eines Premium-Laptops mit der Vielseitigkeit eines Tabletts. Arbeiten, spielen, streamen der 2-1-Laptop passt sich flexibel Ihren Vorlieben an. Er kommt mit Quad-Core-Prozessor der 8. Generation und überzeugt mit kompromissloser Performance bei maximaler Mobilität. 2-in-1-Laptop mit 12,3-Zoll-PixelSense-Display Intel Core Quad-Core-Prozessor der 8. Generation 5,0-MP-Frontkamera & 8,0-MP-Rückkamera mit Autofokus Stereolautsprecher mit Dolby Audio Premium";"1389.00 EUR";"https://www.gravis.de/p/1/microsoft-surface-pro-6-intel-core-i7-8-gen-16-gb-ram-512-gb-ssd-platin_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Smartphones-und-Tablets/Microsoft-Surface/Microsoft-Surface-Pro/Microsoft-Surface-Pro-6-Intel-Core-i7-8-Gen-16-GB-RAM-512-GB-SSD-platin-135334.html?campaign=standard";28896321;"Smartphones & Tablets > Microsoft Surface > Microsoft Surface Pro";"KJV-00003";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Mobile Geräte"
"133501";"HP 203A Gelb Tonerkatusche, für Color LaserJet Pro M281fdw";"HP 203A Gelb Tonerkatusche, für Color LaserJet Pro M281fdw";"86.99 EUR";"https://www.gravis.de/p/1/hp-203a-gelb-tonerkatusche-fuer-color-laserjet-pro-m281fdw_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Rechner/Drucker-und-Zubehoer/HP-203A-Gelb-Tonerkatusche-fuer-Color-LaserJet-Pro-M281fdw-133501.html?campaign=standard";39068746;"Zubehör > für Rechner > Drucker & Zubehör";"CF542A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000";"Zubehör"
"134761";"Adobe Photoshop & Premiere Elements 2019, Software, Product Key Card";"KreativkÂpfe aufgepasst ââ mit dem Adobe Komplettpaket bestehend aus Adobe Photoshop Elements 2019 und Adobe Premiere Elements 2019 sind Sie fÂr bevorstehende Bild- und Filmprojekte bestens gewappnet. Mit der leistungsstarken Bildbearbeitungssoftware werden aus Ihren Bildern individuelle Kreationen wÂhrend das Videobearbeitungsprogramm den perfekten Einstieg in die digitale Videoeditierung bietet. Dabei verlÂuft der Einstieg in die Welt der Mediengestaltung dank der ausfÂhrlichen";"124.90 EUR";"https://www.gravis.de/p/1/adobe-photoshop-26amp-premiere-elements-2019-software-product-key-card_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/Software/Grafik/Adobe-Photoshop-und-Premiere-Elements-2019-Software-Product-Key-Card-134761.html?campaign=standard";22806839;"Zubehör > Software > Grafik";"GDWNI";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200115 200117 200121 200122 200123 200124 200125 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 206141 208116 400000 400050";"Mobile Geräte"
"137353";"Nomad Kevlar Kabel, USB-C auf Lightning, 1,5 m, schwarz";"Kaum ein Kabel hält Alltagsbelastungen wie Ein- und Ausstöpseln, Aufrollen oder Verknoten dauerhaft stand. Das Kevlar Kabel aus dem Hause Nomad bildet jedoch eine willkommene Ausnahme. Auch bei intensivem Gebrauch Ihres iPhones, iPads oder MacBooks trotzt das Nomad Kevlar den üblichen Verschleißerscheinungen. USB-C-Ladekabel aus Kevlar Metalllegierte Anschlussstecker Integrierter Kabelbinder Zugelassen für Apple-Produkte Kevlar der Name ist Programm Kevlar ist ein Material eine besonders";"45.99 EUR";"https://www.gravis.de/p/1/nomad-kevlar-usb-c-kabel-fuer-iphone-ipad-1-5-m-ummantelung-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Apple-iPhone/Kabel-fuer-iPhone/Nomad-Kevlar-Kabel-USB-C-auf-Lightning-1-5-m-schwarz-137353.html?campaign=standard";16971149;"Zubehör > für Apple iPhone > Kabel für iPhone";"NM01912000";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
