"ArtNumber";"Title";"Description_Short";"DisplayPrice";"Img_url";"Deeplink1";"ProductCategoryID";"ProductCategoryName";"CF_MPN";"CF_Verfügbarkeit";"CF_Versandkosteninfo";"CF_Store-ID";"CF_Provisionsgruppe"
"135987";"Libratone ZIPP 2, 2er-Set, mobile Lautsprecher, schwarz/grau";"Doppelter Hörgenuss: Zwei Libratone ZIPP 2 Der Libratone ZIPP 2 kommt mit Amazon Alexa Sprachsteuerung und verlängerter Akkulaufzeit. Erleben Sie clevere Funktionen und reichen, vollen Sound dank des verbesserten Akustik-Reflektors. Smart Wireless Lautsprecher Amazon-Alexa-Integration 360-FullRoom-Sound Multiroom-Funktion bis zu 10 Lautsprecher Bis zu 12 Stunden Akkulaufzeit Automatische Raumkorrektur Freisprecheinrichtung Langer Musikgenuss auch unterwegs Der Akku des ZIPP 2 hält bis zu 12";"348.90 EUR";"https://www.gravis.de/p/1/libratone-zipp-2-2er-set-mobile-lautsprecher-schwarz-grau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Soundsysteme/Mobile-Lautsprecher/Libratone-ZIPP-2-2er-Set-mobile-Lautsprecher-schwarz-grau-135987.html?campaign=standard";23211193;"Audio & Video > Soundsysteme > Mobile Lautsprecher";"LH0031000EU03ZM";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200113 200114 200115 200117 200121 200122 200123 200124 200126 200128 200131 200132 200133 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 206141 208116 400000 400050";"Standard"
"135977";"Apple Smart Battery Case, für iPhone XS Max, schwarz";"Das für das iPhone XS Max entwickelte Smart Battery Case sorgt für noch längere Batterielaufzeit, während es Ihr iPhone XS Max gleichzeitig schützt. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Die Außenseite aus Silikon fühlt sich gut an und liegt genauso in der Hand. Durch das Design mit einem Scharnier aus weichem Elastomer können Sie das iPhone einfach in das Case schieben und herausnehmen. Das Smart Battery Case ist kompatibel mit Qi zertifizierten Ladegeräten. Sie können Ihr";"148.90 EUR";"https://www.gravis.de/p/1/apple-smart-battery-case-fuer-iphone-xs-max-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS-Max/Apple-Smart-Battery-Case-fuer-iPhone-XS-Max-schwarz-135977.html?campaign=standard";28818510;"Taschen & Hüllen > für Apple iPhone > für iPhone XS Max";"MRXQ2ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200142 400000";"Zubehör"
"135976";"Apple Smart Battery Case, für iPhone XS, weiß";"Das für das iPhone XS entwickelte Smart Battery Case sorgt für noch längere Batterielaufzeit, während es Ihr iPhone XS gleichzeitig schützt. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Die Außenseite aus Silikon fühlt sich gut an und liegt genauso in der Hand. Durch das Design mit einem Scharnier aus weichem Elastomer können Sie das iPhone einfach in das Case schieben und herausnehmen. Das Smart Battery Case ist kompatibel mit Qi zertifizierten Ladegeräten. Sie können Ihr iPhone";"148.90 EUR";"https://www.gravis.de/p/1/apple-smart-battery-case-fuer-iphone-xs-weiss_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS/Apple-Smart-Battery-Case-fuer-iPhone-XS-weiss-135976.html?campaign=standard";28818509;"Taschen & Hüllen > für Apple iPhone > für iPhone XS";"MRXL2ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"135975";"Apple Smart Battery Case, für iPhone XS Max, weiß";"Das für das iPhone XS Max entwickelte Smart Battery Case sorgt für noch längere Batterielaufzeit, während es Ihr iPhone XS Max gleichzeitig schützt. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Und die Außenseite aus Silikon fühlt sich gut an und liegt genauso in der Hand. Durch das Design mit einem Scharnier aus weichem Elastomer können Sie das iPhone einfach in das Case schieben und herausnehmen. Das Smart Battery Case ist kompatibel mit Qi zertifizierten Ladegeräten. Sie können";"148.90 EUR";"https://www.gravis.de/p/1/apple-smart-battery-case-fuer-iphone-xs-max-weiss_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS-Max/Apple-Smart-Battery-Case-fuer-iPhone-XS-Max-weiss-135975.html?campaign=standard";28818510;"Taschen & Hüllen > für Apple iPhone > für iPhone XS Max";"MRXR2ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"135974";"Apple Smart Battery Case, für iPhone XR, weiß";"Das für das iPhone XR entwickelte Smart Battery Case sorgt für noch längere Batterielaufzeit, während es Ihr iPhone XR gleichzeitig schützt. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Die Außenseite aus Silikon fühlt sich gut an und liegt genauso in der Hand. Durch das Design mit einem Scharnier aus weichem Elastomer können Sie das iPhone einfach in das Case schieben und herausnehmen. Das Smart Battery Case ist kompatibel mit Qi zertifizierten Ladegeräten. Sie können Ihr iPhone";"148.90 EUR";"https://www.gravis.de/p/1/apple-smart-battery-case-fuer-iphone-xr-weiss_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XR/Apple-Smart-Battery-Case-fuer-iPhone-XR-weiss-135974.html?campaign=standard";28818508;"Taschen & Hüllen > für Apple iPhone > für iPhone XR";"MU7N2ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"135973";"Apple Smart Battery Case, für iPhone XR, schwarz";"Das für das iPhone XR entwickelte Smart Battery Case sorgt für noch längere Batterielaufzeit, während es Ihr iPhone XR gleichzeitig schützt. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Die Außenseite aus Silikon fühlt sich gut an und liegt genauso in der Hand. Durch das Design mit einem Scharnier aus weichem Elastomer können Sie das iPhone einfach in das Case schieben und herausnehmen. Das Smart Battery Case ist kompatibel mit Qi zertifizierten Ladegeräten. Sie können Ihr iPhone";"148.90 EUR";"https://www.gravis.de/p/1/apple-smart-battry-case-fuer-iphone-xr-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XR/Apple-Smart-Battery-Case-fuer-iPhone-XR-schwarz-135973.html?campaign=standard";28818508;"Taschen & Hüllen > für Apple iPhone > für iPhone XR";"MU7M2ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200112 200162 200164 400000";"Zubehör"
"135971";"Apple Smart Battery Case, für iPhone XS, schwarz";"Das für das iPhone XS entwickelte Smart Battery Case sorgt für noch längere Batterielaufzeit, während es Ihr iPhone XS gleichzeitig schützt. Innen schützt ein weiches Futter aus Mikrofaser Ihr iPhone. Die Außenseite aus Silikon fühlt sich gut an und liegt genauso in der Hand. Durch das Design mit einem Scharnier aus weichem Elastomer können Sie das iPhone einfach in das Case schieben und herausnehmen. Das Smart Battery Case ist kompatibel mit Qi zertifizierten Ladegeräten. Sie können Ihr iPhone";"148.90 EUR";"https://www.gravis.de/p/1/apple-smart-battery-case-fuer-iphone-xs-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS/Apple-Smart-Battery-Case-fuer-iPhone-XS-schwarz-135971.html?campaign=standard";28818509;"Taschen & Hüllen > für Apple iPhone > für iPhone XS";"MRXK2ZM/A";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200142 400000";"Zubehör"
"135969";"Pack & Smooch Hampshire, Schutzhülle für iPad Pro 11´´ (2018), grau";"In seinem zeitlosen Design ist die iPad Pro 11 Tasche Hampshire von Pack & Smooch genau das Richtige für Sie und Ihr iPad optimaler Schutz, mit optimaler Organisationsmöglichkeit. Passgenau für das iPad Pro 11 100 reiner Wollfilz Ultraflache Magnetknöpfe zum Verschließen Schutz vor Stößen und Kratzern Fronttasche für Zubehör Handgefertigt in Deutschland Zeitlos, schick und schützend zugleich! Das Hampshire Sleeve wurde ausschließlich aus hochwertigen und rein natürlichen Materialien hergestellt";"69.99 EUR";"https://www.gravis.de/p/1/pack-26amp-smooch-hampshire-schutzhuelle-fuer-ipad-pro-1126quot-2018-grau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPad/fuer-iPad-Pro-11-Zoll/Pack-und-Smooch-Hampshire-Schutzhuelle-fuer-iPad-Pro-11-Zoll-2018-grau-135969.html?campaign=standard";29080252;"Taschen & Hüllen > für Apple iPad > für iPad Pro 11\´´";"HA-T-11-GLB";"In Kürze lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200124 200142 200145 200152 200162 208116";"Zubehör"
"135968";"Pack & Smooch Hampshire, Sleeve für iPad Pro 11´´ (2018), anthrazit";"In seinem zeitlosen Design ist die iPad Pro 11 Tasche Hampshire von Pack & Smooch genau das Richtige für Sie und Ihr iPad optimaler Schutz, mit optimaler Organisationsmöglichkeit. Passgenau für das iPad Pro 11 100 reiner Wollfilz Ultraflache Magnetknöpfe zum Verschließen Schutz vor Stößen und Kratzern Fronttasche für Zubehör Handgefertigt in Deutschland Zeitlos, schick und schützend zugleich! Das Hampshire Sleeve wurde ausschließlich aus hochwertigen und rein natürlichen Materialien hergestellt";"69.99 EUR";"https://www.gravis.de/p/1/pack-26amp-smooch-hampshire-sleeve-fuer-ipad-pro-1126quot-2018-anthrazit_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPad/fuer-iPad-Pro-11-Zoll/Pack-und-Smooch-Hampshire-Sleeve-fuer-iPad-Pro-11-Zoll-2018-anthrazit-135968.html?campaign=standard";29080252;"Taschen & Hüllen > für Apple iPad > für iPad Pro 11\´´";"HA-T-11-ADB";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200124 200142 200145 200152 200162 208116 400000";"Zubehör"
"135966";"Pack & Smooch Hampshire, Schutzhülle für MacBook Air 13´´ (2018), grau";"In seinem zeitlosen Design ist die MacBook Air 13 Tasche Hampshire von Pack & Smooch genau das Richtige für Sie und Ihr MacBook optimaler Schutz, mit optimaler Organisationsmöglichkeit. Passgenau für MacBook Air 13 100 reiner Wollfilz Ultraflache Magnetknöpfe zum Verschließen Schutz vor Stößen und Kratzern Fronttasche für Zubehör Handgefertigt in Deutschland Zeitlos, schick und schützend zugleich! Das Hampshire Sleeve wurde ausschließlich aus hochwertigen und rein natürlichen Materialien";"69.99 EUR";"https://www.gravis.de/p/1/pack-26amp-smooch-hampshire-schutzhuelle-fuer-macbook-air-1326quot-2018-grau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Notebooks-13-Zoll/Schutzhuellen-und-Sleeves/Pack-und-Smooch-Hampshire-Schutzhuelle-fuer-MacBook-Air-13-Zoll-2018-grau-135966.html?campaign=standard";14619882;"Taschen & Hüllen > für Notebooks 13\´´ > Schutzhüllen & Sleeves";"HA-13AIR-GLB";"In Kürze lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200124 200142 200145 200162 208116";"Zubehör"
"135953";"HP 303 Tintenpatrone, für HP Tango/ENVY Photo 7830, schwarz";"HP 303 Tintenpatrone, für HP Tango/ENVY Photo 7830, schwarz";"19.99 EUR";"https://www.gravis.de/p/1/hp-303-tintenpatrone-fuer-hp-tango-envy-photo-7830-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/fuer-Rechner/Drucker-und-Zubehoer/HP-303-Tintenpatrone-fuer-HP-Tango-ENVY-Photo-7830-schwarz-135953.html?campaign=standard";39068746;"Zubehör > für Rechner > Drucker & Zubehör";"T6N02AE#UUS";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"135920";"Catalyst Case, wasserdichte Schutzhülle für iPhone XS, schwarz";"Eine Hülle, die hält was sie verspricht. Gehen Sie Schwimmen oder Klettern und zwar mit Ihrem iPhone. Das Catalyst Case schützt Ihr iPhone XS bei Wind und Wetter! Tauchen und Klettern Sie, ohne auf Ihr iPhone verzichten zu müssen. Das Catalyst Case hält Ihr Smartphone bis zu einer Tiefe von 10 Metern wasserdicht und verhindert Beschädigungen bei einem Sturz aus einer Höhe von bis zu 2 Metern. Die Optik, die Klangqualität sowie die Nutzung der Bedienelemente Ihres iPhones werden durch die";"89.99 EUR";"https://www.gravis.de/p/1/catalyst-case-wasserdichte-schutzhuelle-fuer-iphone-xs-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS/Catalyst-Case-wasserdichte-Schutzhuelle-fuer-iPhone-XS-schwarz-135920.html?campaign=standard";28818509;"Taschen & Hüllen > für Apple iPhone > für iPhone XS";"CATIPHOXBLKS";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200124 200142 200145 200162 208116 400000 400050";"Zubehör"
"135919";"Catalyst Case, wasserdichte Schutzhülle für iPhone XS Max, schwarz";"Eine Hülle, die hält was sie verspricht. Gehen Sie Schwimmen oder Klettern und zwar mit Ihrem iPhone. Das Catalyst Case schützt Ihr iPhone XS Max bei Wind und Wetter! Tauchen und Klettern Sie, ohne auf Ihr iPhone verzichten zu müssen. Das Catalyst Case hält Ihr Smartphone bis zu einer Tiefe von 10 Metern wasserdicht und verhindert Beschädigungen bei einem Sturz aus einer Höhe von bis zu 2 Metern. Die Optik, die Klangqualität sowie die Nutzung der Bedienelemente Ihres iPhones werden durch die";"89.99 EUR";"https://www.gravis.de/p/1/catalyst-case-wasserdichte-schutzhuelle-fuer-iphone-xs-max-schwarz_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPhone/fuer-iPhone-XS-Max/Catalyst-Case-wasserdichte-Schutzhuelle-fuer-iPhone-XS-Max-schwarz-135919.html?campaign=standard";28818510;"Taschen & Hüllen > für Apple iPhone > für iPhone XS Max";"CATIPHOXBLKL";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200124 200125 200142 200145 200162 208116 400000 400050";"Zubehör"
"135644";"Tonies Hörfigur, 30 Schlaflieder 2, für Toniebox";"Tonies revolutioniert das HÂrspiel und bringt mit jeder neuen HÂrfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische MÂrchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Tonie Figur auf die vorhandene Toniebox stellen und loshÂren. Musik-Tonie mit 30 Schlafliedern fÂr Kinder 2. Edition Erfordert eine Toniebox Figur fÂr Kinder ab 3 Jahren HÂrspiele zum AnfassenTonies ist ein Audiosystem fÂr Kinder, das Geschichten und Lieder anfassbar macht. Das HerzstÂck des Systems";"14.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-30-kinderlieder-schlaflieder-2-fuer-toniebox-audiosystem_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Musik/Tonies-Hoerfigur-30-Schlaflieder-2-fuer-Toniebox-135644.html?campaign=standard";39143445;"Audio & Video > Tonies Sortiment > Musik";"01-0178";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200113 200136 200148 208116 400000";"Zubehör"
"135643";"Tonies Hörfigur, Peter Pan und 4 weitere Klassiker, für Toniebox";"Tonies revolutioniert das HÂrspiel und bringt mit jeder neuen HÂrfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische MÂrchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Tonie Figur: Peter Pan auf die vorhandene Toniebox stellen und loshÂren. HÂrspiel-Tonie âPeter Panâ Erfordert eine Toniebox Figur fÂr Kinder ab 3 Jahren HÂrspiele zum AnfassenTonies ist ein Audiosystem fÂr Kinder, das Geschichten und Lieder anfassbar macht. Das HerzstÂck des Systems ist die";"14.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-peter-pan-und-weitere-klassiker-fuer-toniebox-audiosystem_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Hoerspiel-und-Hoerbuch/Tonies-Hoerfigur-Peter-Pan-und-4-weitere-Klassiker-fuer-Toniebox-135643.html?campaign=standard";39143446;"Audio & Video > Tonies Sortiment > Hörspiel & Hörbuch";"01-0177";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200121 200122 200133 200135 200136 200142 200145 200148 200153 200162 200163 208116 400000 400050";"Zubehör"
"135495";"Tonies Hörfigur, Unter meinem Bett 1, für Toniebox";"Tonies revolutioniert das HÂrspiel und bringt mit jeder neuen HÂrfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische MÂrchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Tonie Figur auf die vorhandene Toniebox stellen und loshÂren. Musik-Tonie âUnter meinem Bett Teil 1/3 Erfordert eine Toniebox Figur fÂr Kinder ab 4 Jahren HÂrspiele zum AnfassenTonies ist ein Audiosystem fÂr Kinder, das Geschichten und Lieder anfassbar macht. Das HerzstÂck des Systems ist die";"14.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-unter-meinem-bett-1-fuer-toniebox-audiosystem_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Musik/Tonies-Hoerfigur-Unter-meinem-Bett-1-fuer-Toniebox-135495.html?campaign=standard";39143445;"Audio & Video > Tonies Sortiment > Musik";"01-0021";"In Kürze lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"";"Zubehör"
"135494";"Tonies Hörfigur, Unter meinem Bett 2, für Toniebox";"Tonies revolutioniert das HÂrspiel und bringt mit jeder neuen HÂrfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische MÂrchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Tonie Figur auf die vorhandene Toniebox stellen und loshÂren. Musik-Tonie âUnter meinem Bett Teil 2/3 Erfordert eine Toniebox Figur fÂr Kinder ab 4 Jahren HÂrspiele zum AnfassenTonies ist ein Audiosystem fÂr Kinder, das Geschichten und Lieder anfassbar macht. Das HerzstÂck des Systems ist die";"14.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-unter-meinem-bett-2-fuer-toniebox-audiosystem_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Musik/Tonies-Hoerfigur-Unter-meinem-Bett-2-fuer-Toniebox-135494.html?campaign=standard";39143445;"Audio & Video > Tonies Sortiment > Musik";"01-0040";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"135493";"Tonies Hörfigur, Unter meinem Bett 3, für Toniebox";"Tonies revolutioniert das HÂrspiel und bringt mit jeder neuen HÂrfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische MÂrchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Tonie Figur auf die vorhandene Toniebox stellen und loshÂren. Musik-Tonie âUnter meinem Bett Teil 3/3 Erfordert eine Toniebox Figur fÂr Kinder ab 4 Jahren HÂrspiele zum AnfassenTonies ist ein Audiosystem fÂr Kinder, das Geschichten und Lieder anfassbar macht. Das HerzstÂck des Systems ist die";"14.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-unter-meinem-bett-3-fuer-toniebox-audiosystem_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Musik/Tonies-Hoerfigur-Unter-meinem-Bett-3-fuer-Toniebox-135493.html?campaign=standard";39143445;"Audio & Video > Tonies Sortiment > Musik";"01-0108";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"135489";"Tonies Hörfigur, 30 Tierlieder, für Toniebox";"Tonies revolutioniert das Hörspiel und bringt mit jeder neuen Hörfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische Märchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Tonie Figur auf die vorhandene Toniebox stellen und loshören. Musik-Tonie mit Kinder- und Tierliedern Erfordert eine Toniebox Figur für Kinder ab 3 Jahren Hörspiele zum AnfassenTonies ist ein Audiosystem für Kinder, das Geschichten und Lieder anfassbar macht. Das Herzstück des Systems ist die";"14.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-30-lieblingskinderlieder-tierlieder-fuer-toniebox-audiosystem_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Musik/Tonies-Hoerfigur-30-Tierlieder-fuer-Toniebox-135489.html?campaign=standard";39143445;"Audio & Video > Tonies Sortiment > Musik";"01-0156";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"400000 400050";"Zubehör"
"135484";"Speck Balance Folio Clear, Schutzhülle für iPad Pro 11´´, blau";"Speck Balance Folio Clear, Schutzhülle für iPad Pro 11, blau";"44.99 EUR";"https://www.gravis.de/p/1/speck-balance-folio-clear-schutzhuelle-fuer-ipad-pro-1126quot-blau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Taschen-und-Huellen/fuer-Apple-iPad/fuer-iPad-Pro-11-Zoll/Speck-Balance-Folio-Clear-Schutzhuelle-fuer-iPad-Pro-11-Zoll-blau-135484.html?campaign=standard";29080252;"Taschen & Hüllen > für Apple iPad > für iPad Pro 11\´´";"122012-7399";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200117 200122 200123 200124 200128 200131 200132 200136 200141 200142 200144 200145 200152 200153 200156 200159 200162 200163 208116 400000";"Zubehör"
"135483";"Tonies Hörfigur, 30 Weihnachtslieder, für Toniebox";"Tonies revolutioniert das HÂrspiel und bringt mit jeder neuen HÂrfigur eine neue tolle Geschichte, Lieder zum Mitsingen, klassische MÂrchen oder spannende Wissensthemen ins Kinderzimmer. Einfach die Tonie Figur auf die vorhandene Toniebox stellen und loshÂren. HÂrfigur mit Kinder- und Weihnachtsliedern Erfordert eine Toniebox Figur fÂr Kinder ab 3 Jahren HÂrspiele zum AnfassenTonies ist ein Audiosystem fÂr Kinder, das Geschichten und Lieder anfassbar macht. Das HerzstÂck des Systems ist die";"14.99 EUR";"https://www.gravis.de/p/1/tonies-hoerfigur-30-lieblings-kinderlieder-weihnachtslieder-fuer-toniebox_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Audio-und-Video/Tonies-Sortiment/Musik/Tonies-Hoerfigur-30-Weihnachtslieder-fuer-Toniebox-135483.html?campaign=standard";39143445;"Audio & Video > Tonies Sortiment > Musik";"01-0128";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200113 400000 400050";"Zubehör"
"135452";"Networx Daten- und Ladekabel, USB-C auf USB-C, 2m, grau";"Networx Daten- und Ladekabel, USB-C auf USB-C, 2m, grau";"19.99 EUR";"https://www.gravis.de/p/1/networx-daten-und-ladekabel-usb-c-auf-usb-c-2m-grau_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Networx/Zubehoer-fuer-Mac/USB-C/Networx-Daten-und-Ladekabel-USB-C-auf-USB-C-2m-grau-135452.html?campaign=standard";28322171;"Networx > Zubehör für Mac > USB-C";"070267-GREY";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200115 200117 200118 200121 200122 200123 200124 200125 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 206141 208116 400000 400050";"Zubehör"
"135360";"Networx HDMI Datenkabel, 1m, grau/silber";"Networx HDMI Datenkabel, 1m, grau/silber";"9.99 EUR";"https://www.gravis.de/p/1/networx-hdmi-kabel-1m-grau-silber_p1.jpg";"https://partners.webmasterplan.com/click.asp?ref=724933&site=7075&type=text&tnb=15&diurl=https://www.gravis.de/Zubehoer/Adapter-und-Kabel/Video-Kabel/Networx-HDMI-Datenkabel-1m-grau-silber-135360.html?campaign=standard";16853050;"Zubehör > Adapter & Kabel > Video-Kabel";"040085";"Sofort lieferbar";"Versandkosten bei Zahlung per Vorkasse, Nachnahme, PayPal oder Kreditkarte.";"200111 200112 200113 200114 200115 200117 200118 200121 200122 200123 200124 200125 200126 200128 200131 200132 200133 200134 200135 200136 200137 200141 200142 200143 200144 200145 200148 200152 200153 200156 200157 200158 200159 200162 200163 200164 200168 206141 208116 400000 400050";"Zubehör"
